chem_key,methane,nitrous_oxide
2020646,6.75,2.54
2020647,7.08,2.73
2020648,7.12,2.68
2020649,7.36,3.11
2020650,7.2,2.78
2020651,7.45,3.08
2020652,7.63,3.07
2020653,7.58,2.96
2020654,7.73,3.22
2020655,7.47,3.13
2020656,7.77,3.29
2020657,7.77,3.26
2020990,11.64,9.65
2020991,11.57,7.58
2020992,10.43,5.5
2020993,9.86,6.14
2020994,9.42,6.88
2020995,8.8,6.12
2020996,8.97,7.14
2020997,8.85,7.02
2020998,8.71,6.62
2020999,8.78,6.6
2021000,8.77,6.94
2021001,8.66,7.46
2021002,8.73,6.37
2021003,8.87,6.28
2021004,8.45,7.24
2021005,8.38,6.94
2021006,8.25,6.73
2021007,8.14,6.2
2021008,8.04,5.68
2021009,8.02,5.15
2021010,7.98,5.0
2021011,7.8,5.29
2021012,7.66,5.16
2021013,7.48,5.55
2021014,7.32,5.39
2021015,7.24,5.37
2021016,7.23,5.54
2021017,7.16,5.57
2021018,7.06,5.93
2021019,7.0,5.7
2021262,0.51,0.39
2021263,0.51,0.38
2021264,0.52,0.37
2021265,0.53,0.38
2021266,0.54,0.37
2021267,0.55,0.36
2021268,0.56,0.38
2021269,0.57,0.38
2021270,0.58,0.38
2021271,0.58,0.39
2021272,0.58,0.38
2021273,0.58,0.35
2021274,0.58,0.36
2021275,0.57,0.36
2021276,0.58,0.35
2021277,0.57,0.35
2021278,0.61,0.38
2021279,0.61,0.39
2021280,0.61,0.4
2021281,0.6,0.35
2021282,0.6,0.35
2021283,0.57,0.35
2021284,0.54,0.36
2021285,0.54,0.35
2021286,0.56,0.37
2021287,0.56,0.38
2021288,0.55,0.37
2021289,0.54,0.38
2021290,0.54,0.38
2021291,0.53,0.37
2021434,511.26,147.25
2021435,516.81,151.4
2021436,518.28,155.55
2021437,522.27,159.1
2021438,525.93,164.8
2021439,535.25,168.31
2021440,543.92,171.67
2021441,551.86,176.81
2021442,560.55,180.72
2021443,569.23,184.19
2021444,573.0,180.54
2021445,574.73,184.86
2021446,567.32,178.71
2021447,575.75,187.28
2021448,583.04,194.89
2021449,594.88,203.35
2021450,603.22,212.94
2021451,616.14,223.65
2021452,622.34,227.16
2021453,622.39,235.78
2021454,627.11,243.22
2021455,631.48,249.07
2021456,632.59,250.14
2021457,634.57,248.33
2021458,637.04,250.58
2021459,640.43,254.05
2021460,645.12,253.4
2021461,650.82,259.55
2021462,657.15,265.59
2021463,658.09,261.74
2021606,332.67,60.54
2021607,338.03,60.78
2021608,347.52,62.92
2021609,350.33,61.92
2021610,355.01,63.54
2021611,362.55,65.94
2021612,321.73,67.29
2021613,569.07,77.09
2021614,383.1,73.68
2021615,343.18,64.92
2021616,327.97,65.72
2021617,320.53,65.77
2021618,429.43,69.4
2021619,337.56,68.91
2021620,414.98,71.85
2021621,343.99,71.98
2021622,434.29,75.03
2021623,291.64,75.13
2021624,283.75,77.43
2021625,370.09,81.67
2021626,276.33,80.53
2021627,316.24,83.9
2021628,314.93,86.26
2021629,308.0,83.98
2021630,391.81,88.02
2021631,403.76,88.89
2021632,287.13,88.85
2021633,283.83,94.83
2021634,327.29,98.37
2021635,381.62,99.4
2021949,107.93,16.48
2021950,114.82,17.19
2021951,120.04,19.08
2021952,126.31,17.61
2021953,127.92,18.3
2021954,131.35,20.43
2021955,135.57,22.79
2021956,139.02,25.62
2021957,140.12,28.22
2021958,143.88,29.62
2021959,152.4,31.55
2021960,152.63,32.04
2021961,150.72,33.19
2021962,165.97,34.12
2021963,173.19,35.52
2021964,177.95,36.38
2021965,184.82,38.69
2021966,191.41,37.74
2021967,190.85,37.25
2021968,193.98,37.68
2021969,198.23,37.45
2021970,200.95,34.87
2021971,192.29,36.05
2021972,188.2,36.18
2021973,195.19,35.62
2021974,200.59,35.67
2021975,227.82,36.25
2021976,239.5,36.08
2021977,239.79,36.59
2021978,213.68,37.31
2022121,51.79,4.16
2022122,14.4,2.83
2022123,17.86,3.51
2022124,21.97,4.51
2022125,25.56,4.41
2022126,26.1,4.13
2022127,25.83,4.02
2022128,39.05,4.23
2022129,57.07,4.33
2022130,66.03,4.18
2022131,68.19,4.25
2022132,64.81,5.9
2022133,57.25,6.15
2022134,44.26,2.97
2022135,58.26,3.3
2022136,55.8,3.86
2022137,58.51,3.8
2022138,61.31,3.67
2022139,67.88,4.04
2022140,72.04,4.71
2022141,73.57,4.63
2022142,81.75,4.95
2022143,91.3,5.2
2022144,94.42,5.22
2022145,99.79,4.7
2022146,113.17,3.77
2022147,126.14,4.13
2022148,127.95,4.71
2022149,130.22,4.78
2022150,134.69,5.67
2022293,15.47,10.03
2022294,15.73,9.78
2022295,15.78,9.85
2022296,15.91,10.18
2022297,15.94,10.37
2022298,16.0,10.35
2022299,15.98,10.22
2022300,15.99,10.31
2022301,16.43,10.75
2022302,16.49,10.72
2022303,16.97,10.61
2022304,17.06,10.38
2022305,16.97,10.68
2022306,17.54,10.07
2022307,16.6,9.76
2022308,16.12,9.51
2022309,16.09,9.35
2022310,15.43,9.18
2022311,15.2,9.14
2022312,14.91,9.39
2022313,14.42,8.94
2022314,14.43,8.82
2022315,14.87,9.32
2022316,15.27,9.26
2022317,15.62,9.21
2022318,15.9,9.33
2022319,16.53,9.38
2022320,16.8,9.73
2022321,15.43,9.51
2022322,15.46,9.25
2022637,8.34,1.76
2022638,8.6,1.74
2022639,8.89,1.81
2022640,9.17,1.84
2022641,9.47,1.92
2022642,9.76,1.96
2022643,10.07,2.1
2022644,10.14,2.13
2022645,10.22,2.16
2022646,10.3,2.11
2022647,10.38,2.2
2022648,9.0,2.21
2022649,7.61,2.2
2022650,6.25,2.27
2022651,6.79,2.35
2022652,7.36,2.33
2022653,7.7,2.34
2022654,7.8,2.51
2022655,7.86,2.4
2022656,7.91,2.19
2022657,7.88,2.28
2022658,8.07,2.39
2022659,8.06,2.48
2022660,8.51,2.45
2022661,8.74,2.47
2022662,8.99,2.56
2022663,9.22,2.57
2022664,9.43,2.63
2022665,9.6,2.65
2022666,9.74,2.72
2022809,48.74,26.43
2022810,47.79,26.56
2022811,47.87,25.98
2022812,47.62,25.77
2022813,48.09,25.07
2022814,48.34,25.84
2022815,49.2,26.1
2022816,49.69,25.75
2022817,49.44,26.15
2022818,49.67,26.4
2022819,50.9,26.7
2022820,49.37,25.55
2022821,50.18,26.31
2022822,50.21,25.69
2022823,49.5,27.02
2022824,49.76,25.7
2022825,49.21,20.67
2022826,49.3,20.12
2022827,49.35,18.66
2022828,48.74,17.37
2022829,48.99,16.82
2022830,46.59,16.28
2022831,47.28,16.75
2022832,45.13,16.57
2022833,44.08,16.2
2022834,44.85,16.33
2022835,44.73,16.32
2022836,44.88,16.21
2022837,44.59,15.39
2022838,44.36,15.35
2022981,1.04,0.5
2022982,1.08,0.51
2022983,1.15,0.51
2022984,1.15,0.52
2022985,1.13,0.53
2022986,1.15,0.53
2022987,1.11,0.53
2022988,1.09,0.54
2022989,1.1,0.54
2022990,1.1,0.55
2022991,1.11,0.56
2022992,1.11,0.56
2022993,1.11,0.56
2022994,1.16,0.58
2022995,1.1,0.57
2022996,1.07,0.55
2022997,0.86,0.47
2022998,0.82,0.45
2022999,0.82,0.45
2023000,0.81,0.44
2023001,0.81,0.44
2023002,0.82,0.44
2023003,0.83,0.46
2023004,0.83,0.45
2023005,0.83,0.45
2023006,0.82,0.44
2023007,0.8,0.44
2023008,0.79,0.44
2023009,0.79,0.45
2023010,0.79,0.45
2023153,37.47,27.63
2023154,37.49,26.95
2023155,37.93,27.27
2023156,37.97,27.22
2023157,38.3,28.69
2023158,37.43,28.45
2023159,36.51,29.43
2023160,35.9,29.93
2023161,34.67,28.44
2023162,34.41,22.23
2023163,33.97,24.86
2023164,33.01,21.62
2023165,32.86,21.65
2023166,32.65,21.76
2023167,32.47,22.34
2023168,32.1,21.98
2023169,31.97,21.87
2023170,31.9,20.87
2023171,31.22,20.63
2023172,30.55,20.28
2023173,30.53,20.09
2023174,30.59,19.31
2023175,30.5,18.76
2023176,30.22,19.34
2023177,29.68,19.28
2023178,28.86,18.73
2023179,28.55,18.75
2023180,28.39,18.88
2023181,27.93,18.81
2023182,27.39,18.71
2023497,8.2,0.48
2023498,8.68,0.58
2023499,9.2,0.64
2023500,9.63,0.64
2023501,9.98,0.58
2023502,8.95,0.62
2023503,7.87,0.59
2023504,6.79,0.61
2023505,5.69,0.6
2023506,4.67,0.6
2023507,3.58,0.56
2023508,3.65,0.57
2023509,3.75,0.6
2023510,3.85,0.61
2023511,4.07,0.7
2023512,4.22,0.76
2023513,4.38,0.98
2023514,4.63,1.18
2023515,4.88,1.16
2023516,4.98,1.02
2023517,4.99,1.1
2023518,4.98,1.23
2023519,5.11,1.05
2023520,5.31,1.23
2023521,5.44,1.23
2023522,5.8,1.34
2023523,6.24,1.33
2023524,6.39,1.31
2023525,6.56,1.3
2023526,6.71,1.31
2023673,40.72,18.8
2023674,40.6,17.88
2023675,37.1,15.97
2023676,37.09,14.75
2023677,36.98,13.9
2023678,34.31,11.77
2023679,32.02,10.24
2023680,31.28,8.98
2023681,29.62,7.53
2023682,28.44,6.96
2023683,29.93,6.74
2023684,30.83,7.44
2023685,39.29,11.84
2023686,37.72,8.65
2023687,41.11,9.65
2023688,43.31,10.01
2023689,45.14,10.95
2023690,44.56,10.07
2023691,46.97,10.34
2023692,47.08,9.59
2023693,48.59,11.05
2023694,48.69,10.0
2023695,47.58,9.78
2023696,47.31,8.89
2023697,48.18,10.22
2023698,47.35,10.89
2023699,45.95,10.13
2023700,50.65,13.38
2023701,49.51,11.0
2023702,48.89,12.17
2023845,18.46,10.38
2023846,17.78,10.03
2023847,17.72,9.99
2023848,17.67,9.89
2023849,17.77,10.01
2023850,17.73,9.87
2023851,16.79,9.49
2023852,16.9,9.48
2023853,17.18,9.78
2023854,18.32,10.27
2023855,17.03,9.57
2023856,16.93,9.61
2023857,17.69,9.92
2023858,18.83,10.6
2023859,20.05,11.08
2023860,19.57,11.03
2023861,19.18,10.6
2023862,29.87,16.32
2023863,30.33,16.33
2023864,29.18,15.81
2023865,29.37,16.01
2023866,30.13,16.63
2023867,29.96,16.47
2023868,29.49,16.39
2023869,29.95,17.35
2023870,30.46,16.89
2023871,32.96,18.03
2023872,30.86,16.65
2023873,32.04,17.31
2023874,36.84,19.88
2024016,0.01,0.0
2024017,0.01,0.0
2024018,0.01,0.0
2024019,0.01,0.0
2024020,0.01,0.0
2024021,0.01,0.0
2024022,0.01,0.0
2024023,0.02,0.0
2024024,0.02,0.0
2024025,0.02,0.0
2024026,0.02,0.0
2024027,0.02,0.0
2024028,0.02,0.0
2024029,0.02,0.0
2024030,0.02,0.0
2024031,0.02,0.0
2024032,0.02,0.0
2024033,0.02,0.0
2024034,0.02,0.0
2024035,0.02,0.0
2024036,0.02,0.0
2024037,0.02,0.0
2024038,0.02,0.0
2024039,0.02,0.0
2024040,0.02,0.0
2024041,0.02,0.0
2024042,0.02,0.0
2024043,0.02,0.01
2024044,0.02,0.01
2024045,0.02,0.01
2024359,9.52,0.29
2024360,2.41,0.17
2024361,8.52,0.24
2024362,14.94,0.3
2024363,16.55,0.33
2024364,16.69,0.36
2024365,16.99,0.4
2024366,17.54,0.41
2024367,17.11,0.44
2024368,15.89,0.48
2024369,17.3,0.49
2024370,16.89,0.48
2024371,16.15,0.53
2024372,18.59,0.55
2024373,19.8,0.56
2024374,20.86,0.6
2024375,21.39,0.63
2024376,20.68,0.65
2024377,21.75,0.71
2024378,19.59,0.76
2024379,20.14,0.75
2024380,22.05,0.78
2024381,23.36,0.82
2024382,24.33,0.85
2024383,24.15,0.86
2024384,24.32,0.91
2024385,25.86,0.92
2024386,24.38,0.96
2024387,24.78,0.98
2024388,24.71,0.99
2024707,7.32,2.4
2024708,7.53,2.24
2024709,6.76,2.02
2024710,5.81,1.85
2024711,4.44,1.61
2024712,3.97,1.32
2024713,3.73,1.28
2024714,3.71,1.25
2024715,3.54,1.3
2024716,3.37,1.31
2024717,3.42,1.32
2024718,3.49,1.34
2024719,3.55,1.24
2024720,3.42,1.38
2024721,3.6,1.37
2024722,3.51,1.41
2024723,3.55,1.41
2024724,3.6,1.45
2024725,3.67,1.49
2024726,3.85,1.64
2024727,3.89,1.64
2024728,3.98,1.69
2024729,4.07,1.76
2024730,4.17,1.83
2024731,4.36,1.89
2024732,4.37,1.8
2024733,4.48,1.84
2024734,4.58,1.81
2024735,4.72,1.95
2024736,4.8,1.92
2024879,5.96,2.4
2024880,5.82,2.42
2024881,5.99,2.51
2024882,5.98,2.52
2024883,6.24,2.6
2024884,6.21,2.64
2024885,6.81,2.28
2024886,6.53,2.16
2024887,7.79,2.6
2024888,6.83,2.21
2024889,6.74,2.15
2024890,5.71,1.9
2024891,6.19,2.39
2024892,6.49,2.63
2024893,8.54,4.77
2024894,7.16,3.39
2024895,6.58,2.67
2024896,8.89,5.14
2024897,6.76,2.58
2024898,7.26,3.0
2024899,8.91,4.64
2024900,7.07,2.7
2024901,8.05,3.37
2024902,8.18,3.61
2024903,8.25,3.52
2024904,8.35,3.56
2024905,9.09,4.24
2024906,8.25,3.29
2024907,7.94,3.17
2024908,8.27,3.63
2025055,4.07,2.56
2025056,4.07,2.41
2025057,4.61,2.39
2025058,3.99,2.05
2025059,2.91,1.69
2025060,2.64,1.44
2025061,2.6,1.45
2025062,2.5,1.46
2025063,2.41,1.5
2025064,2.3,1.48
2025065,2.17,1.44
2025066,2.2,1.52
2025067,2.24,1.52
2025068,2.19,1.47
2025069,2.13,1.55
2025070,2.15,1.58
2025071,2.15,1.6
2025072,2.15,1.66
2025073,2.16,1.7
2025074,2.11,1.7
2025075,2.06,1.73
2025076,2.0,1.75
2025077,2.06,1.82
2025078,2.07,1.84
2025079,2.12,1.88
2025080,2.04,1.96
2025081,2.05,1.94
2025082,2.05,1.93
2025083,2.0,1.86
2025084,1.98,1.94
2025398,1.23,0.4
2025399,1.28,0.43
2025400,1.31,0.47
2025401,1.34,0.52
2025402,1.36,0.48
2025403,1.51,0.58
2025404,1.68,0.58
2025405,1.83,0.6
2025406,1.98,0.62
2025407,2.13,0.62
2025408,2.26,0.62
2025409,2.31,0.65
2025410,2.36,0.61
2025411,2.41,0.64
2025412,2.46,0.67
2025413,2.51,0.6
2025414,2.56,0.57
2025415,2.59,0.58
2025416,2.66,0.61
2025417,2.72,0.67
2025418,2.77,0.68
2025419,2.85,0.78
2025420,2.92,0.86
2025421,2.98,0.82
2025422,3.05,0.85
2025423,3.1,0.89
2025424,3.18,0.93
2025425,3.26,0.95
2025426,3.34,0.9
2025427,3.41,0.94
2025748,1.01,0.6
2025749,1.02,0.59
2025750,1.12,0.64
2025751,1.09,0.64
2025752,1.06,0.63
2025753,1.02,0.59
2025754,0.98,0.58
2025755,0.96,0.57
2025756,0.94,0.56
2025757,1.23,0.73
2025758,1.17,0.7
2025759,1.16,0.68
2025760,1.06,0.6
2025761,1.09,0.62
2025762,1.05,0.59
2025763,1.14,0.66
2025764,1.1,0.65
2025765,1.12,0.67
2025766,1.09,0.62
2025767,1.1,0.62
2025768,1.09,0.62
2025769,1.11,0.63
2025770,1.12,0.62
2025771,1.05,0.58
2025772,1.03,0.57
2025773,1.02,0.57
2025774,1.0,0.55
2025775,1.09,0.61
2025776,1.07,0.59
2025777,1.04,0.56
2025920,0.28,0.24
2025921,0.26,0.23
2025922,0.26,0.23
2025923,0.24,0.22
2025924,0.23,0.22
2025925,0.24,0.22
2025926,0.2,0.16
2025927,0.21,0.16
2025928,0.24,0.18
2025929,0.23,0.17
2025930,0.22,0.18
2025931,0.2,0.17
2025932,0.2,0.17
2025933,0.24,0.22
2025934,0.22,0.19
2025935,0.2,0.17
2025936,0.3,0.28
2025937,0.25,0.22
2025938,0.28,0.26
2025939,0.68,0.68
2025940,0.32,0.28
2025941,0.34,0.31
2025942,0.32,0.3
2025943,0.32,0.3
2025944,0.49,0.47
2025945,0.8,0.8
2025946,0.38,0.34
2025947,0.36,0.34
2025948,0.35,0.32
2025949,0.47,0.46
2026092,57.51,1.24
2026093,62.08,1.23
2026094,56.2,1.16
2026095,59.22,1.2
2026096,65.58,1.18
2026097,68.88,1.26
2026098,69.88,1.23
2026099,65.39,1.2
2026100,65.4,1.28
2026101,60.7,1.38
2026102,64.04,1.23
2026103,60.48,1.21
2026104,58.22,1.3
2026105,63.54,1.33
2026106,68.64,1.44
2026107,73.97,1.53
2026108,76.07,1.61
2026109,75.94,1.65
2026110,76.77,1.69
2026111,70.36,1.78
2026112,74.21,1.86
2026113,29.85,1.77
2026114,70.81,1.86
2026115,51.81,1.89
2026116,34.53,1.82
2026117,33.72,1.72
2026118,33.83,1.81
2026119,51.33,1.8
2026120,58.8,1.81
2026121,63.35,1.83
2026263,0.0,0.0
2026264,0.0,0.0
2026265,0.0,0.0
2026266,0.0,0.0
2026267,0.0,0.0
2026268,0.0,0.0
2026269,0.0,0.0
2026270,0.0,0.0
2026271,0.0,0.0
2026272,0.0,0.0
2026273,0.0,0.0
2026274,0.0,0.0
2026275,0.0,0.0
2026276,0.0,0.0
2026277,0.0,0.0
2026278,0.0,0.0
2026279,0.0,0.0
2026280,0.0,0.0
2026281,0.0,0.0
2026282,0.0,0.0
2026283,0.0,0.0
2026284,0.0,0.0
2026285,0.0,0.0
2026286,0.0,0.0
2026287,0.0,0.0
2026288,0.0,0.0
2026289,0.0,0.0
2026290,0.0,0.0
2026291,0.0,0.0
2026292,0.0,0.0
2026439,7.12,5.73
2026440,7.05,5.52
2026441,7.35,4.76
2026442,6.29,4.16
2026443,5.59,3.76
2026444,5.18,3.65
2026445,5.01,4.12
2026446,5.01,4.23
2026447,4.87,4.48
2026448,4.6,4.47
2026449,4.42,4.68
2026450,4.16,4.74
2026451,4.2,4.99
2026452,4.26,5.09
2026453,4.3,5.32
2026454,4.26,5.57
2026455,4.22,5.52
2026456,4.23,6.3
2026457,4.07,6.0
2026458,3.93,3.92
2026459,3.88,3.82
2026460,3.72,4.16
2026461,3.69,3.98
2026462,3.58,3.74
2026463,3.48,3.81
2026464,3.45,3.82
2026465,3.35,3.68
2026466,3.27,3.72
2026467,3.12,3.57
2026468,3.03,3.65
2026711,288.32,155.18
2026712,297.84,158.27
2026713,306.89,161.65
2026714,312.68,162.57
2026715,322.78,168.66
2026716,327.35,170.61
2026717,326.5,160.3
2026718,344.53,165.72
2026719,372.66,179.57
2026720,378.53,179.4
2026721,373.29,178.54
2026722,365.84,181.39
2026723,383.0,188.37
2026724,400.75,204.54
2026725,397.99,201.34
2026726,418.01,216.55
2026727,420.02,212.68
2026728,435.47,224.42
2026729,447.52,229.98
2026730,451.73,224.97
2026731,475.94,235.81
2026732,474.13,234.82
2026733,455.15,242.53
2026734,458.6,243.54
2026735,463.31,245.9
2026736,463.33,250.34
2026737,474.62,264.81
2026738,478.13,260.99
2026739,489.06,266.28
2026740,488.71,259.32
2026983,1840.11,544.35
2026984,1874.45,549.24
2026985,1892.23,554.68
2026986,1916.54,553.74
2026987,1937.59,621.09
2026988,1969.85,633.4
2026989,1960.85,627.88
2026990,2223.92,654.13
2026991,2045.01,667.65
2026992,2030.5,666.65
2026993,2012.47,665.77
2026994,1984.79,673.11
2026995,2101.73,684.84
2026996,2077.11,713.75
2026997,2195.54,742.81
2026998,2162.17,754.64
2026999,2279.46,764.93
2027000,2190.27,797.58
2027001,2196.59,797.46
2027002,2286.1,823.4
2027003,2233.74,850.93
2027004,2283.31,851.28
2027005,2294.47,859.46
2027006,2295.74,866.6
2027007,2401.56,877.37
2027008,2440.65,896.08
2027009,2372.58,901.78
2027010,2400.06,922.09
2027011,2462.05,929.5
2027012,2518.18,945.9
2027155,0.6,0.3
2027156,0.61,0.32
2027157,0.61,0.32
2027158,0.61,0.32
2027159,0.6,0.32
2027160,0.6,0.31
2027161,0.6,0.32
2027162,0.6,0.32
2027163,0.59,0.32
2027164,0.61,0.34
2027165,0.59,0.26
2027166,0.59,0.26
2027167,0.59,0.34
2027168,0.58,0.35
2027169,0.58,0.38
2027170,0.57,0.37
2027171,0.57,0.37
2027172,0.58,0.37
2027173,0.58,0.38
2027174,0.58,0.37
2027175,0.58,0.37
2027176,0.56,0.38
2027177,0.55,0.36
2027178,0.56,0.36
2027179,0.56,0.36
2027180,0.56,0.36
2027181,0.56,0.36
2027182,0.57,0.37
2027183,0.56,0.37
2027184,0.56,0.38
2027498,16.89,8.44
2027499,16.8,8.46
2027500,17.04,8.5
2027501,17.33,8.55
2027502,16.88,8.54
2027503,17.09,8.62
2027504,17.65,8.72
2027505,17.26,8.35
2027506,17.89,8.68
2027507,17.7,8.42
2027508,16.94,7.88
2027509,16.07,7.71
2027510,15.0,6.94
2027511,16.03,7.98
2027512,15.53,7.27
2027513,17.72,9.11
2027514,17.14,8.34
2027515,17.83,8.98
2027516,17.23,8.23
2027517,17.79,8.75
2027518,18.04,8.93
2027519,17.48,9.01
2027520,17.67,8.9
2027521,16.41,8.82
2027522,16.33,8.6
2027523,16.32,9.04
2027524,16.89,9.42
2027525,16.09,9.03
2027526,16.28,8.95
2027527,16.2,8.73
2027670,1.53,1.45
2027671,1.52,1.56
2027672,1.51,1.56
2027673,1.53,1.59
2027674,1.44,1.27
2027675,1.46,1.44
2027676,1.52,1.45
2027677,1.43,1.44
2027678,1.61,1.51
2027679,1.59,1.49
2027680,1.57,1.53
2027681,1.65,1.5
2027682,1.72,1.8
2027683,1.9,2.01
2027684,1.8,1.95
2027685,1.98,2.08
2027686,1.89,2.13
2027687,2.09,2.39
2027688,2.3,2.66
2027689,2.25,2.49
2027690,2.68,3.12
2027691,2.67,3.04
2027692,2.92,3.17
2027693,2.94,3.18
2027694,3.13,3.66
2027695,3.31,3.76
2027696,3.58,3.73
2027697,3.52,3.89
2027698,3.94,4.67
2027699,4.07,4.84
2027842,20.99,7.13
2027843,21.63,6.95
2027844,21.87,7.3
2027845,22.52,7.43
2027846,23.49,7.5
2027847,24.13,7.58
2027848,24.21,7.52
2027849,25.81,8.42
2027850,34.76,10.02
2027851,25.29,8.72
2027852,26.15,8.87
2027853,25.13,8.93
2027854,27.5,9.61
2027855,28.43,10.42
2027856,31.81,11.13
2027857,33.27,11.52
2027858,30.7,11.52
2027859,33.07,12.02
2027860,32.83,12.73
2027861,36.57,11.5
2027862,34.63,13.01
2027863,34.05,13.22
2027864,34.12,13.52
2027865,36.17,12.96
2027866,41.0,13.58
2027867,38.16,13.24
2027868,38.37,13.34
2027869,36.04,13.02
2027870,37.94,12.38
2027871,38.66,13.05
2028013,0.04,0.0
2028014,0.04,0.0
2028015,0.05,0.0
2028016,0.05,0.0
2028017,0.05,0.0
2028018,0.05,0.0
2028019,0.05,0.0
2028020,0.05,0.0
2028021,0.06,0.0
2028022,0.06,0.0
2028023,0.06,0.01
2028024,0.06,0.01
2028025,0.06,0.01
2028026,0.07,0.01
2028027,0.07,0.01
2028028,0.07,0.01
2028029,0.07,0.01
2028030,0.08,0.01
2028031,0.08,0.01
2028032,0.09,0.01
2028033,0.09,0.01
2028034,0.09,0.01
2028035,0.1,0.01
2028036,0.1,0.01
2028037,0.11,0.01
2028038,0.11,0.01
2028039,0.12,0.01
2028040,0.12,0.01
2028041,0.13,0.01
2028042,0.13,0.01
2028185,10.38,6.74
2028186,10.35,6.71
2028187,10.36,6.73
2028188,10.47,6.81
2028189,10.65,6.87
2028190,10.88,6.96
2028191,10.88,7.16
2028192,11.38,7.39
2028193,14.17,8.59
2028194,14.65,9.11
2028195,13.85,8.75
2028196,11.92,7.65
2028197,12.16,7.85
2028198,12.69,8.05
2028199,13.82,9.1
2028200,14.37,9.29
2028201,14.31,9.41
2028202,14.92,9.53
2028203,15.7,10.15
2028204,15.82,9.93
2028205,17.02,10.67
2028206,17.32,10.8
2028207,17.72,10.95
2028208,18.31,11.47
2028209,18.51,11.58
2028210,19.14,12.0
2028211,20.96,13.53
2028212,21.43,13.44
2028213,22.2,13.63
2028214,22.96,14.26
2028357,0.15,0.06
2028358,0.16,0.06
2028359,0.17,0.07
2028360,0.18,0.07
2028361,0.19,0.07
2028362,0.18,0.07
2028363,0.19,0.06
2028364,0.2,0.07
2028365,0.2,0.07
2028366,0.21,0.06
2028367,0.22,0.06
2028368,0.22,0.06
2028369,0.23,0.06
2028370,0.24,0.06
2028371,0.24,0.06
2028372,0.26,0.06
2028373,0.26,0.06
2028374,0.27,0.06
2028375,0.19,0.06
2028376,0.2,0.06
2028377,0.22,0.06
2028378,0.2,0.05
2028379,0.2,0.06
2028380,0.19,0.07
2028381,0.2,0.07
2028382,0.21,0.07
2028383,0.22,0.06
2028384,0.22,0.05
2028385,0.22,0.05
2028386,0.22,0.05
2028528,0.02,0.0
2028529,0.03,0.0
2028530,0.03,0.0
2028531,0.03,0.0
2028532,0.03,0.0
2028533,0.03,0.0
2028534,0.03,0.0
2028535,0.03,0.0
2028536,0.03,0.0
2028537,0.03,0.0
2028538,0.03,0.0
2028539,0.03,0.0
2028540,0.03,0.0
2028541,0.03,0.0
2028542,0.03,0.0
2028543,0.03,0.0
2028544,0.03,0.0
2028545,0.03,0.0
2028546,0.03,0.0
2028547,0.03,0.0
2028548,0.03,0.0
2028549,0.03,0.0
2028550,0.03,0.0
2028551,0.03,0.0
2028552,0.03,0.0
2028553,0.03,0.0
2028554,0.03,0.0
2028555,0.03,0.0
2028556,0.03,0.0
2028557,0.03,0.0
2029072,3.99,1.84
2029073,4.12,1.9
2029074,4.02,1.81
2029075,4.15,1.86
2029076,4.06,1.82
2029077,4.08,1.83
2029078,4.33,2.04
2029079,4.55,2.13
2029080,4.75,2.29
2029081,5.04,2.46
2029082,5.26,2.66
2029083,5.32,2.66
2029084,5.38,2.59
2029085,5.49,2.62
2029086,5.42,2.61
2029087,5.5,2.64
2029088,5.82,2.78
2029089,5.63,2.81
2029090,5.16,2.52
2029091,5.47,2.73
2029092,5.71,2.88
2029093,5.77,2.84
2029094,5.93,2.94
2029095,6.08,3.01
2029096,6.29,2.98
2029097,6.39,3.16
2029098,6.61,3.29
2029099,6.64,3.23
2029100,6.85,3.22
2029101,7.01,3.3
2029244,0.9,0.23
2029245,0.91,0.24
2029246,0.92,0.24
2029247,0.93,0.24
2029248,0.94,0.26
2029249,0.95,0.26
2029250,1.04,0.27
2029251,1.13,0.27
2029252,1.23,0.28
2029253,1.32,0.29
2029254,1.41,0.3
2029255,1.54,0.24
2029256,1.46,0.28
2029257,1.51,0.28
2029258,1.52,0.27
2029259,1.51,0.27
2029260,1.59,0.26
2029261,1.62,0.27
2029262,1.65,0.26
2029263,1.67,0.25
2029264,1.7,0.25
2029265,1.73,0.26
2029266,1.77,0.26
2029267,1.8,0.24
2029268,1.83,0.25
2029269,1.86,0.22
2029270,1.88,0.24
2029271,1.9,0.24
2029272,1.93,0.24
2029273,1.95,0.24
2029688,93.84,38.69
2029689,95.1,37.66
2029690,94.58,37.7
2029691,102.1,38.22
2029692,102.87,38.45
2029693,102.79,37.63
2029694,103.47,37.96
2029695,106.28,37.98
2029696,113.19,41.65
2029697,108.38,39.61
2029698,111.4,39.81
2029699,108.52,39.02
2029700,111.75,36.79
2029701,116.71,38.39
2029702,116.46,36.97
2029703,118.7,40.07
2029704,121.59,39.1
2029705,122.32,39.88
2029706,123.93,39.29
2029707,124.26,39.81
2029708,125.55,40.03
2029709,129.01,41.54
2029710,127.97,42.47
2029711,122.39,45.28
2029712,129.96,39.42
2029713,137.97,39.9
2029714,138.34,44.25
2029715,136.99,44.93
2029716,138.13,43.61
2029717,140.01,45.47
2029859,0.0,0.0
2029860,0.0,0.01
2029861,0.0,0.01
2029862,0.0,0.01
2029863,0.0,0.01
2029864,0.04,0.02
2029865,0.04,0.02
2029866,0.04,0.02
2029867,0.04,0.02
2029868,0.04,0.02
